2020-06-04 09:57:16.686 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.nine.one.yuedu.read.ApplicationTests], using SpringBootContextLoader
2020-06-04 09:57:18.813 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2020-06-04 09:57:19.314 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2020-06-04 09:57:21.168 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2020-06-04 09:57:21.248 [main] INFO  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 1544ae0b-cd2e-43f5-a4db-1c3f85c65a5d

2020-06-04 09:57:21.414 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@68fc9167, org.springframework.security.web.context.SecurityContextPersistenceFilter@1de7f898, org.springframework.security.web.header.HeaderWriterFilter@35e2b89f, org.springframework.security.web.authentication.logout.LogoutFilter@5e37fb82, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@63db743d, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2cbe455c, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@52c46334, org.springframework.security.web.session.SessionManagementFilter@762bf32d, org.springframework.security.web.access.ExceptionTranslationFilter@70d3cdbf, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@6f8667bb]
2020-06-04 09:57:21.892 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-06-04 09:57:22.730 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2020-06-04 09:57:22.753 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2020-06-04 09:57:22.793 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2020-06-04 09:57:23.052 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: uploadHeadUsingPOST_1
2020-06-04 09:57:23.136 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: findByIdUsingGET_1
2020-06-04 09:57:23.150 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: uploadHeadUsingPOST_2
2020-06-04 09:57:23.154 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: getBookUsingGET_1
2020-06-04 09:57:23.155 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: getChapterUsingGET_1
2020-06-04 09:57:23.174 [main] INFO  com.nine.one.yuedu.read.ApplicationTests - Started ApplicationTests in 6.205 seconds (JVM running for 7.1)
2020-06-04 09:57:23.491 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-06-04 09:57:23.501 [SpringContextShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2020-06-04 10:02:43.746 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.nine.one.yuedu.read.ApplicationTests], using SpringBootContextLoader
2020-06-04 10:02:43.753 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.nine.one.yuedu.read.ApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-06-04 10:02:43.754 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.nine.one.yuedu.read.ApplicationTests]: ApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-06-04 10:02:43.865 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.nine.one.yuedu.read.NineOneYueDuApplication for test class com.nine.one.yuedu.read.ApplicationTests
2020-06-04 10:02:43.968 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-06-04 10:02:43.982 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@5d43661b, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@12299890, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@2fba3fc4, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@4bf48f6, org.springframework.test.context.support.DirtiesContextTestExecutionListener@420a85c4, org.springframework.test.context.transaction.TransactionalTestExecutionListener@1c39680d, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@62833051, org.springframework.test.context.event.EventPublishingTestExecutionListener@1c852c0f, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@a37aefe, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@5d99c6b5, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@266374ef, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@13b3d178, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@24c4ddae]
2020-06-04 10:02:44.282 [main] INFO  com.nine.one.yuedu.read.ApplicationTests - Starting ApplicationTests on 192.168.0.104 with PID 14249 (started by wangyuliang in /Users/wangyuliang/ideaProjects/91yuedu-read)
2020-06-04 10:02:44.283 [main] INFO  com.nine.one.yuedu.read.ApplicationTests - The following profiles are active: test
2020-06-04 10:02:45.121 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2020-06-04 10:02:45.124 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2020-06-04 10:02:45.152 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 17ms. Found 0 Redis repository interfaces.
2020-06-04 10:02:45.982 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2020-06-04 10:02:46.456 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2020-06-04 10:02:48.737 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2020-06-04 10:02:48.846 [main] INFO  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: f44ff127-9dbe-49d2-a930-174563e372c7

2020-06-04 10:02:49.071 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@68fc9167, org.springframework.security.web.context.SecurityContextPersistenceFilter@1de7f898, org.springframework.security.web.header.HeaderWriterFilter@35e2b89f, org.springframework.security.web.authentication.logout.LogoutFilter@5e37fb82, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@63db743d, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@2cbe455c, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@52c46334, org.springframework.security.web.session.SessionManagementFilter@762bf32d, org.springframework.security.web.access.ExceptionTranslationFilter@70d3cdbf, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@6f8667bb]
2020-06-04 10:02:49.685 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-06-04 10:02:50.612 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2020-06-04 10:02:50.642 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2020-06-04 10:02:50.682 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2020-06-04 10:02:50.924 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: uploadHeadUsingPOST_1
2020-06-04 10:02:51.019 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: findByIdUsingGET_1
2020-06-04 10:02:51.027 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: uploadHeadUsingPOST_2
2020-06-04 10:02:51.031 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: getBookUsingGET_1
2020-06-04 10:02:51.032 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: getChapterUsingGET_1
2020-06-04 10:02:51.054 [main] INFO  com.nine.one.yuedu.read.ApplicationTests - Started ApplicationTests in 7.047 seconds (JVM running for 7.891)
2020-06-04 10:02:51.412 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-06-04 10:02:51.422 [SpringContextShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
