2020-06-02 09:38:24.302 [main] INFO  com.nine.one.yuedu.read.NineOneYueDuApplication - Starting NineOneYueDuApplication on 192.168.0.104 with PID 87160 (/Users/wangyuliang/ideaProjects/91yuedu-read/target/classes started by wangyuliang in /Users/wangyuliang/ideaProjects/91yuedu-read)
Using generated security password: a0629f65-7d2b-44c0-a22b-2206a9fe623b

2020-06-02 09:44:06.974 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5fffb692, org.springframework.security.web.context.SecurityContextPersistenceFilter@3a1b36a1, org.springframework.security.web.header.HeaderWriterFilter@3d3a1903, org.springframework.security.web.authentication.logout.LogoutFilter@217235f5, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@4b55ff0a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@43d65a81, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@48cb2d73, org.springframework.security.web.session.SessionManagementFilter@44aa2e13, org.springframework.security.web.access.ExceptionTranslationFilter@27960b1e, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@14b31e37]
2020-06-02 09:44:07.097 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-06-02 09:44:07.537 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2020-06-02 09:44:07.553 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2020-06-02 09:44:07.581 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2020-06-02 09:44:07.726 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: uploadHeadUsingPOST_1
2020-06-02 09:44:07.768 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: findByIdUsingGET_1
2020-06-02 09:44:07.772 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: uploadHeadUsingPOST_2
2020-06-02 09:44:07.787 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9004"]
2020-06-02 09:44:07.814 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 9004 (http) with context path ''
2020-06-02 09:44:07.816 [main] INFO  com.nine.one.yuedu.read.NineOneYueDuApplication - Started NineOneYueDuApplication in 8.547 seconds (JVM running for 9.039)
2020-06-02 09:44:15.686 [http-nio-9004-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-06-02 09:44:15.686 [http-nio-9004-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-06-02 09:44:15.692 [http-nio-9004-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 6 ms
2020-06-02 10:02:10.403 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.nine.one.yuedu.read.ApplicationTests], using SpringBootContextLoader
2020-06-02 10:02:10.410 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.nine.one.yuedu.read.ApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-06-02 10:02:10.411 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.nine.one.yuedu.read.ApplicationTests]: ApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-06-02 10:02:10.514 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.nine.one.yuedu.read.NineOneYueDuApplication for test class com.nine.one.yuedu.read.ApplicationTests
2020-06-02 10:02:10.599 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-06-02 10:02:10.614 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@68034211, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@4f74980d, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@6c372fe6, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@58594a11, org.springframework.test.context.support.DirtiesContextTestExecutionListener@2a3888c1, org.springframework.test.context.transaction.TransactionalTestExecutionListener@4167d97b, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@14fa86ae, org.springframework.test.context.event.EventPublishingTestExecutionListener@6e15fe2, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@68f1b17f, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@1722011b, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@57ad2aa7, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@5b3f61ff, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@3e2059ae]
2020-06-02 10:02:10.870 [main] INFO  com.nine.one.yuedu.read.ApplicationTests - Starting ApplicationTests on 192.168.0.104 with PID 87460 (started by wangyuliang in /Users/wangyuliang/ideaProjects/91yuedu-read)
2020-06-02 10:02:10.870 [main] INFO  com.nine.one.yuedu.read.ApplicationTests - The following profiles are active: test
2020-06-02 10:02:11.599 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2020-06-02 10:02:11.601 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2020-06-02 10:02:11.632 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 19ms. Found 0 Redis repository interfaces.
2020-06-02 10:02:12.329 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2020-06-02 10:02:15.562 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2020-06-02 10:02:17.058 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2020-06-02 10:02:17.178 [main] INFO  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: dd2e0080-624f-4a8b-a8b0-2dfe69e9a2d9

2020-06-02 10:02:17.336 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4052913c, org.springframework.security.web.context.SecurityContextPersistenceFilter@591be8aa, org.springframework.security.web.header.HeaderWriterFilter@239b98cb, org.springframework.security.web.authentication.logout.LogoutFilter@658e7ead, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7f1f60a0, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4eeb14e0, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@99c4993, org.springframework.security.web.session.SessionManagementFilter@d70e9a, org.springframework.security.web.access.ExceptionTranslationFilter@7a1371, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@743bb39a]
2020-06-02 10:02:17.735 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-06-02 10:02:18.521 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2020-06-02 10:02:18.542 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2020-06-02 10:02:18.577 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2020-06-02 10:02:18.766 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: uploadHeadUsingPOST_1
2020-06-02 10:02:18.839 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: findByIdUsingGET_1
2020-06-02 10:02:18.847 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: uploadHeadUsingPOST_2
2020-06-02 10:02:18.866 [main] INFO  com.nine.one.yuedu.read.ApplicationTests - Started ApplicationTests in 8.221 seconds (JVM running for 9.16)
2020-06-02 10:02:19.191 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-06-02 10:02:19.201 [SpringContextShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2020-06-02 10:04:30.672 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-06-02 10:04:30.678 [SpringContextShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2020-06-02 10:12:08.175 [main] INFO  com.nine.one.yuedu.read.NineOneYueDuApplication - Starting NineOneYueDuApplication on 192.168.0.104 with PID 847 (/Users/wangyuliang/ideaProjects/91yuedu-read/target/classes started by wangyuliang in /Users/wangyuliang/ideaProjects/91yuedu-read)
2020-06-02 10:12:08.177 [main] INFO  com.nine.one.yuedu.read.NineOneYueDuApplication - The following profiles are active: test
2020-06-02 10:12:09.037 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2020-06-02 10:12:09.040 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2020-06-02 10:12:09.076 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 16ms. Found 0 Redis repository interfaces.
2020-06-02 10:12:09.569 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9004 (http)
2020-06-02 10:12:09.576 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-9004"]
2020-06-02 10:12:09.577 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2020-06-02 10:12:09.577 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.33]
2020-06-02 10:12:09.641 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-06-02 10:12:09.641 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 1426 ms
2020-06-02 10:12:09.874 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2020-06-02 10:12:10.214 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2020-06-02 10:12:13.876 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2020-06-02 10:12:13.935 [main] INFO  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 72d05677-3441-4034-ba50-f3678718acce

2020-06-02 10:12:14.026 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@4001d8c1, org.springframework.security.web.context.SecurityContextPersistenceFilter@5c48b72c, org.springframework.security.web.header.HeaderWriterFilter@1625789b, org.springframework.security.web.authentication.logout.LogoutFilter@67688110, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@62d40e31, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3086f480, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@fb5aeed, org.springframework.security.web.session.SessionManagementFilter@14b31e37, org.springframework.security.web.access.ExceptionTranslationFilter@71a4f441, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@31efacad]
2020-06-02 10:12:14.153 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-06-02 10:12:14.636 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2020-06-02 10:12:14.654 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2020-06-02 10:12:14.682 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2020-06-02 10:12:14.829 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: uploadHeadUsingPOST_1
2020-06-02 10:12:14.878 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: findByIdUsingGET_1
2020-06-02 10:12:14.884 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: uploadHeadUsingPOST_2
2020-06-02 10:12:14.906 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-9004"]
2020-06-02 10:12:14.946 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 9004 (http) with context path ''
2020-06-02 10:12:14.949 [main] INFO  com.nine.one.yuedu.read.NineOneYueDuApplication - Started NineOneYueDuApplication in 7.238 seconds (JVM running for 7.816)
2020-06-02 10:14:04.924 [http-nio-9004-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-06-02 10:14:04.924 [http-nio-9004-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-06-02 10:14:04.930 [http-nio-9004-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 6 ms
2020-06-02 10:19:06.522 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.nine.one.yuedu.read.ApplicationTests], using SpringBootContextLoader
2020-06-02 10:19:06.528 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.nine.one.yuedu.read.ApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-06-02 10:19:06.529 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.nine.one.yuedu.read.ApplicationTests]: ApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-06-02 10:19:06.696 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.nine.one.yuedu.read.NineOneYueDuApplication for test class com.nine.one.yuedu.read.ApplicationTests
2020-06-02 10:19:06.793 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
2020-06-02 10:19:06.810 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@1187c9e8, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@127a7a2e, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@14008db3, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@78a773fd, org.springframework.test.context.support.DirtiesContextTestExecutionListener@57c03d88, org.springframework.test.context.transaction.TransactionalTestExecutionListener@16aa8654, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@6d7fc27, org.springframework.test.context.event.EventPublishingTestExecutionListener@45ac5f9b, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@135606db, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@518caac3, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@68034211, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@4f74980d, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@6c372fe6]
2020-06-02 10:19:07.144 [main] INFO  com.nine.one.yuedu.read.ApplicationTests - Starting ApplicationTests on 192.168.0.104 with PID 1166 (started by wangyuliang in /Users/wangyuliang/ideaProjects/91yuedu-read)
2020-06-02 10:19:07.145 [main] INFO  com.nine.one.yuedu.read.ApplicationTests - The following profiles are active: test
2020-06-02 10:19:08.034 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2020-06-02 10:19:08.039 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
2020-06-02 10:19:08.068 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 17ms. Found 0 Redis repository interfaces.
2020-06-02 10:19:08.870 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
2020-06-02 10:19:09.461 [main] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2020-06-02 10:19:14.306 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2020-06-02 10:19:14.402 [main] INFO  o.s.b.a.s.s.UserDetailsServiceAutoConfiguration - 

Using generated security password: 09b347a6-c347-4b94-b204-cb83e35b9b03

2020-06-02 10:19:14.597 [main] INFO  o.s.security.web.DefaultSecurityFilterChain - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@743bb39a, org.springframework.security.web.context.SecurityContextPersistenceFilter@239b98cb, org.springframework.security.web.header.HeaderWriterFilter@439d545c, org.springframework.security.web.authentication.logout.LogoutFilter@ff0e6d4, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6def0632, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5e98032e, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2de3b052, org.springframework.security.web.session.SessionManagementFilter@6c6928c, org.springframework.security.web.access.ExceptionTranslationFilter@3120495d, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@83b0d0f]
2020-06-02 10:19:15.174 [main] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-06-02 10:19:16.004 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Context refreshed
2020-06-02 10:19:16.036 [main] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
2020-06-02 10:19:16.077 [main] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner - Scanning for api listing references
2020-06-02 10:19:16.352 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: uploadHeadUsingPOST_1
2020-06-02 10:19:16.449 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: findByIdUsingGET_1
2020-06-02 10:19:16.458 [main] INFO  s.d.s.w.r.operation.CachingOperationNameGenerator - Generating unique operation named: uploadHeadUsingPOST_2
2020-06-02 10:19:16.484 [main] INFO  com.nine.one.yuedu.read.ApplicationTests - Started ApplicationTests in 9.646 seconds (JVM running for 10.592)
2020-06-02 10:19:16.780 [SpringContextShutdownHook] INFO  o.s.scheduling.concurrent.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
2020-06-02 10:19:16.792 [SpringContextShutdownHook] INFO  com.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
2020-06-02 10:35:02.201 [http-nio-9004-exec-1] INFO  c.n.o.yuedu.read.service.impl.BookInfoServiceImpl - 分页查询的数据为:
2020-06-02 10:35:09.234 [http-nio-9004-exec-5] INFO  c.n.o.yuedu.read.service.impl.BookInfoServiceImpl - 分页查询的数据为:
2020-06-02 10:35:14.612 [http-nio-9004-exec-9] INFO  c.n.o.yuedu.read.service.impl.BookInfoServiceImpl - 分页查询的数据为:
2020-06-02 11:26:52.786 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.nine.one.yuedu.read.ApplicationTests], using SpringBootContextLoader
2020-06-02 11:26:52.792 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.nine.one.yuedu.read.ApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2020-06-02 11:26:52.794 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.nine.one.yuedu.read.ApplicationTests]: ApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2020-06-02 11:26:52.934 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.nine.one.yuedu.read.NineOneYueDuApplication for test class com.nine.one.yuedu.read.ApplicationTests
2020-06-02 11:26:53.065 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener, org.springframework.test.context.event.EventPublishingTestExecutionListener]
